"date","geoRegion","entries","pop","sumTotal","per100Persons","per100PersonsTotal","type","version","granularity"
2021-01-30,"NE",NA,176496,3852,NA,2.18,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-31,"NE",NA,176496,4907,NA,2.78,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-01,"NE",NA,176496,4907,NA,2.78,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-02,"NE",NA,176496,4907,NA,2.78,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-03,"NE",NA,176496,5657,NA,3.21,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-04,"NE",NA,176496,5657,NA,3.21,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-05,"NE",NA,176496,5657,NA,3.21,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-06,"NE",NA,176496,5657,NA,3.21,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-07,"NE",NA,176496,8551,NA,4.84,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-08,"NE",NA,176496,8551,NA,4.84,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-09,"NE",NA,176496,8551,NA,4.84,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-10,"NE",NA,176496,10455,NA,5.92,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-11,"NE",NA,176496,10455,NA,5.92,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-12,"NE",NA,176496,10455,NA,5.92,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-13,"NE",NA,176496,10455,NA,5.92,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-14,"NE",NA,176496,11656,NA,6.6,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-15,"NE",NA,176496,11656,NA,6.6,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-16,"NE",NA,176496,11656,NA,6.6,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-17,"NE",NA,176496,12868,NA,7.29,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-18,"NE",NA,176496,12868,NA,7.29,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-19,"NE",NA,176496,12868,NA,7.29,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-20,"NE",NA,176496,12868,NA,7.29,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-21,"NE",NA,176496,13938,NA,7.9,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-24,"NW",NA,43087,3218,NA,7.47,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-25,"NW",NA,43087,3218,NA,7.47,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-26,"NW",NA,43087,3218,NA,7.47,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-27,"NW",NA,43087,3218,NA,7.47,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-28,"NW",NA,43087,3218,NA,7.47,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-29,"NW",NA,43087,3218,NA,7.47,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-30,"NW",NA,43087,3218,NA,7.47,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-31,"NW",NA,43087,3218,NA,7.47,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-01,"NW",NA,43087,3218,NA,7.47,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-02,"NW",NA,43087,3218,NA,7.47,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-03,"NW",NA,43087,3737,NA,8.67,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-04,"NW",NA,43087,3737,NA,8.67,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-05,"NW",NA,43087,3737,NA,8.67,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-06,"NW",NA,43087,3737,NA,8.67,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-07,"NW",NA,43087,4350,NA,10.1,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-08,"NW",NA,43087,4350,NA,10.1,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-09,"NW",NA,43087,4350,NA,10.1,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-10,"NW",NA,43087,4350,NA,10.1,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-11,"NW",NA,43087,4350,NA,10.1,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-12,"NW",NA,43087,4350,NA,10.1,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-13,"NW",NA,43087,4350,NA,10.1,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-14,"NW",NA,43087,4926,NA,11.43,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-15,"NW",NA,43087,4926,NA,11.43,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-16,"NW",NA,43087,4926,NA,11.43,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-17,"NW",NA,43087,5138,NA,11.92,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-18,"NW",NA,43087,5138,NA,11.92,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-19,"NW",NA,43087,5138,NA,11.92,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-20,"NW",NA,43087,5138,NA,11.92,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-21,"NW",NA,43087,5138,NA,11.92,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-24,"OW",NA,37930,1866,NA,4.92,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-25,"OW",NA,37930,1866,NA,4.92,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-26,"OW",NA,37930,1866,NA,4.92,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-27,"OW",NA,37930,1866,NA,4.92,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-28,"OW",NA,37930,1866,NA,4.92,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-29,"OW",NA,37930,1866,NA,4.92,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-30,"OW",NA,37930,1866,NA,4.92,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-31,"OW",NA,37930,2156,NA,5.68,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-01,"OW",NA,37930,2156,NA,5.68,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-02,"OW",NA,37930,2156,NA,5.68,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-03,"OW",NA,37930,2156,NA,5.68,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-04,"OW",NA,37930,2156,NA,5.68,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-05,"OW",NA,37930,2156,NA,5.68,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-06,"OW",NA,37930,2156,NA,5.68,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-07,"OW",NA,37930,2156,NA,5.68,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-08,"OW",NA,37930,2156,NA,5.68,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-09,"OW",NA,37930,2156,NA,5.68,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-10,"OW",NA,37930,2066,NA,5.45,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-11,"OW",NA,37930,2066,NA,5.45,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-12,"OW",NA,37930,2066,NA,5.45,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-13,"OW",NA,37930,2066,NA,5.45,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-14,"OW",NA,37930,3201,NA,8.44,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-15,"OW",NA,37930,3201,NA,8.44,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-16,"OW",NA,37930,3201,NA,8.44,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-17,"OW",NA,37930,3436,NA,9.06,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-18,"OW",NA,37930,3436,NA,9.06,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-19,"OW",NA,37930,3436,NA,9.06,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-20,"OW",NA,37930,3436,NA,9.06,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-21,"OW",NA,37930,3626,NA,9.56,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-24,"SG",NA,510734,8870,NA,1.74,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-25,"SG",NA,510734,8870,NA,1.74,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-26,"SG",NA,510734,8870,NA,1.74,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-27,"SG",NA,510734,12782,NA,2.5,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-28,"SG",NA,510734,12782,NA,2.5,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-29,"SG",NA,510734,12782,NA,2.5,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-30,"SG",NA,510734,12782,NA,2.5,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-31,"SG",NA,510734,19281,NA,3.78,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-01,"SG",NA,510734,19281,NA,3.78,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-02,"SG",NA,510734,19281,NA,3.78,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-03,"SG",NA,510734,23971,NA,4.69,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-04,"SG",NA,510734,23971,NA,4.69,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-05,"SG",NA,510734,23971,NA,4.69,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-06,"SG",NA,510734,23971,NA,4.69,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-07,"SG",NA,510734,26530,NA,5.19,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-08,"SG",NA,510734,26530,NA,5.19,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-09,"SG",NA,510734,26530,NA,5.19,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-10,"SG",NA,510734,30627,NA,6,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-11,"SG",NA,510734,30627,NA,6,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-12,"SG",NA,510734,30627,NA,6,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-13,"SG",NA,510734,30627,NA,6,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-14,"SG",NA,510734,32231,NA,6.31,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-15,"SG",NA,510734,32231,NA,6.31,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-16,"SG",NA,510734,32231,NA,6.31,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-17,"SG",NA,510734,34689,NA,6.79,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-18,"SG",NA,510734,34689,NA,6.79,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-19,"SG",NA,510734,34689,NA,6.79,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-20,"SG",NA,510734,34689,NA,6.79,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-21,"SG",NA,510734,37230,NA,7.29,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-24,"SH",NA,82348,3982,NA,4.84,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-25,"SH",NA,82348,3982,NA,4.84,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-26,"SH",NA,82348,3982,NA,4.84,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-27,"SH",NA,82348,4989,NA,6.06,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-28,"SH",NA,82348,4989,NA,6.06,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-29,"SH",NA,82348,4989,NA,6.06,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-30,"SH",NA,82348,4989,NA,6.06,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-31,"SH",NA,82348,5685,NA,6.9,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-01,"SH",NA,82348,5685,NA,6.9,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-02,"SH",NA,82348,5685,NA,6.9,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-03,"SH",NA,82348,5728,NA,6.96,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-04,"SH",NA,82348,5728,NA,6.96,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-05,"SH",NA,82348,5728,NA,6.96,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-06,"SH",NA,82348,5728,NA,6.96,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-07,"SH",NA,82348,6513,NA,7.91,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-08,"SH",NA,82348,6513,NA,7.91,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-09,"SH",NA,82348,6513,NA,7.91,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-10,"SH",NA,82348,7156,NA,8.69,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-11,"SH",NA,82348,7156,NA,8.69,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-12,"SH",NA,82348,7156,NA,8.69,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-13,"SH",NA,82348,7156,NA,8.69,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-14,"SH",NA,82348,7715,NA,9.37,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-15,"SH",NA,82348,7715,NA,9.37,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-16,"SH",NA,82348,7715,NA,9.37,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-17,"SH",NA,82348,8495,NA,10.32,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-18,"SH",NA,82348,8495,NA,10.32,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-19,"SH",NA,82348,8495,NA,10.32,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-20,"SH",NA,82348,8495,NA,10.32,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-21,"SH",NA,82348,9561,NA,11.61,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-24,"SO",NA,275247,10234,NA,3.72,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-25,"SO",NA,275247,10234,NA,3.72,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-26,"SO",NA,275247,10234,NA,3.72,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-27,"SO",NA,275247,13272,NA,4.82,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-28,"SO",NA,275247,13272,NA,4.82,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-29,"SO",NA,275247,13272,NA,4.82,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-30,"SO",NA,275247,13272,NA,4.82,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-31,"SO",NA,275247,15099,NA,5.49,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-01,"SO",NA,275247,15099,NA,5.49,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-02,"SO",NA,275247,15099,NA,5.49,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-03,"SO",NA,275247,16509,NA,6,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-04,"SO",NA,275247,16509,NA,6,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-05,"SO",NA,275247,16509,NA,6,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-06,"SO",NA,275247,16509,NA,6,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-07,"SO",NA,275247,19212,NA,6.98,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-08,"SO",NA,275247,19212,NA,6.98,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-09,"SO",NA,275247,19212,NA,6.98,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-10,"SO",NA,275247,20436,NA,7.42,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-11,"SO",NA,275247,20436,NA,7.42,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-12,"SO",NA,275247,20436,NA,7.42,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-13,"SO",NA,275247,20436,NA,7.42,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-14,"SO",NA,275247,22240,NA,8.08,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-15,"SO",NA,275247,22240,NA,8.08,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-16,"SO",NA,275247,22240,NA,8.08,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-17,"SO",NA,275247,25645,NA,9.32,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-18,"SO",NA,275247,25645,NA,9.32,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-19,"SO",NA,275247,25645,NA,9.32,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-20,"SO",NA,275247,25645,NA,9.32,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-21,"SO",NA,275247,28229,NA,10.26,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-24,"SZ",NA,160480,3250,NA,2.03,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-25,"SZ",NA,160480,3250,NA,2.03,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-26,"SZ",NA,160480,3250,NA,2.03,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-27,"SZ",NA,160480,3865,NA,2.41,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-28,"SZ",NA,160480,3865,NA,2.41,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-29,"SZ",NA,160480,3865,NA,2.41,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-30,"SZ",NA,160480,3865,NA,2.41,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-31,"SZ",NA,160480,5165,NA,3.22,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-01,"SZ",NA,160480,5165,NA,3.22,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-02,"SZ",NA,160480,5165,NA,3.22,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-03,"SZ",NA,160480,5761,NA,3.59,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-04,"SZ",NA,160480,5761,NA,3.59,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-05,"SZ",NA,160480,5761,NA,3.59,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-06,"SZ",NA,160480,5761,NA,3.59,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-07,"SZ",NA,160480,6656,NA,4.15,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-08,"SZ",NA,160480,6656,NA,4.15,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-09,"SZ",NA,160480,6656,NA,4.15,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-10,"SZ",NA,160480,8341,NA,5.2,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-11,"SZ",NA,160480,8341,NA,5.2,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-12,"SZ",NA,160480,8341,NA,5.2,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-13,"SZ",NA,160480,8341,NA,5.2,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-14,"SZ",NA,160480,9616,NA,5.99,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-15,"SZ",NA,160480,9616,NA,5.99,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-16,"SZ",NA,160480,9616,NA,5.99,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-17,"SZ",NA,160480,10946,NA,6.82,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-18,"SZ",NA,160480,10946,NA,6.82,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-19,"SZ",NA,160480,10946,NA,6.82,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-20,"SZ",NA,160480,10946,NA,6.82,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-21,"SZ",NA,160480,11876,NA,7.4,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-24,"TG",NA,279547,4072,NA,1.46,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-25,"TG",NA,279547,4072,NA,1.46,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-26,"TG",NA,279547,4072,NA,1.46,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-27,"TG",NA,279547,6376,NA,2.28,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-28,"TG",NA,279547,6376,NA,2.28,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-29,"TG",NA,279547,6376,NA,2.28,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-30,"TG",NA,279547,6376,NA,2.28,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-31,"TG",NA,279547,8868,NA,3.17,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-01,"TG",NA,279547,8868,NA,3.17,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-02,"TG",NA,279547,8868,NA,3.17,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-03,"TG",NA,279547,10919,NA,3.91,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-04,"TG",NA,279547,10919,NA,3.91,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-05,"TG",NA,279547,10919,NA,3.91,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-06,"TG",NA,279547,10919,NA,3.91,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-07,"TG",NA,279547,12839,NA,4.59,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-08,"TG",NA,279547,12839,NA,4.59,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-09,"TG",NA,279547,12839,NA,4.59,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-10,"TG",NA,279547,15188,NA,5.43,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-11,"TG",NA,279547,15188,NA,5.43,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-12,"TG",NA,279547,15188,NA,5.43,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-13,"TG",NA,279547,15188,NA,5.43,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-14,"TG",NA,279547,16310,NA,5.83,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-15,"TG",NA,279547,16310,NA,5.83,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-16,"TG",NA,279547,16310,NA,5.83,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-17,"TG",NA,279547,18277,NA,6.54,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-18,"TG",NA,279547,18277,NA,6.54,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-19,"TG",NA,279547,18277,NA,6.54,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-20,"TG",NA,279547,18277,NA,6.54,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-02-21,"TG",NA,279547,21633,NA,7.74,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-24,"TI",NA,351491,11815,NA,3.36,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-25,"TI",NA,351491,11815,NA,3.36,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-26,"TI",NA,351491,11815,NA,3.36,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-27,"TI",NA,351491,15756,NA,4.48,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-28,"TI",NA,351491,15756,NA,4.48,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
2021-01-29,"TI",NA,351491,15756,NA,4.48,"COVID19VaccDosesAdministered","2021-02-21_23-59-00","summary"
